Glaze name,Cone,Color,Testing,Surface,Firing,Transparency,Recipe1,Recipe2,Recipe3,Recipe4,Recipe5,Recipe6,Recipe7,Recipe8,Recipe9,Recipe10,Recipe11,Recipe12,Recipe13,Recipe14
Gill's Base,04-03,,,Gloss,Oxidation,Transparent,Frit 3110	77.00,Gerstley borate	5.80,EPK	7.20,Flint	10.10,Bentonite	2.00,,,,,,,,,
Glamorama no GB base,04,Clear,Tested,Semi-gloss,Oxidation,Translucent,Silica	19.70,Kaolin - theoretical	19.00,Dolomite	7.10,Wollastonite	2.10,Frit 3134	42.50,Nepheline syenite	9.60,Cobalt oxide	1.00,,,,,,,
glaze problem 2007,,,,,,,,,,,,,,,,,,,,
gloss clear,06,,,Gloss,Oxidation,Transparent,Frit P-25	95.00,Wollastonite	5.00,Bentonite	2.00,,,,,,,,,,,
gloss clear cone 014,014,Clear,,Gloss,Oxidation,Transparent,Frit 3269	44.00,Frit P-54	26.00,Lithium carbonate	10.00,Kaolin	6.00,Silica	14.00,,,,,,,,,
Gloss Cushing Transparent,04,clear,,Gloss,Oxidation,Transparent,Gerstley borate	5.00,Lithium carbonate	4.00,Zinc oxide	2.00,Ferro frit 3134	75.00,Nepheline syenite	8.00,EPK	6.00,,,,,,,,
Glossy Clear 2,04,Clear,Untested,Glossy,Oxidation,,Gerstley borate	2080.00,Nepheline Sye	1600.00,Frit 3124	2400.00,Lithium carbonate	320.00,EPK	800.00,Flint	800.00,,,,,,,,
Glossy Clear 3,04,Clear,Untested,Glossy,Oxidation,,Frit 3195	5883.00,EPK	470.00,Gerstley borate	392.00,Nepheline Sye	627.00,Lithium carbonate	314.00,Zinc oxide	157.00,Bentonite	157.00,,,,,,,
Glossy Higgins,04,Clear,Untested,shiny,Ox or Red,Transparent,Frit 3124	80.00,EPK	7.00,Nepheline Sye	13.00,,,,,,,,,,,
Glossy Silica,04,White,Untested,Glossy,Oxidation,,Frit 3124	7059.00,Talc	470.00,EPK	470.00,Zircopax	1412.00,,,,,,,,,,
Glossy Transparent 1,04,Clear,Untested,Glossy,Oxidation,Transparent,Kona F-4 feldspar	2640.00,Gerstley borate	1840.00,Zinc oxide	480.00,Barium carbonate	480.00,EPK	320.00,Flint	2160.00,Whiting	80.00,,,,,,,
Glossy Transparent 4,04,Clear,Untested,Glossy,Oxidation,Transparent,Nepheline Sye	2000.00,Gerstley borate	2000.00,Frit 3195	2400.00,EPK	800.00,Flint	800.00,,,,,,,,,
Glossy transparent crackles,08 - 06,Clear,Untested,Gloss,Oxidation,Transparent,Frit 3110	65.00,Gerstley borate	5.00,Flint	10.00,Soda ash	10.00,Kaolin	10.00,,,,,,,,,
Gold George's,04,Gold metallic,,Gloss,Oxidation,Opaque,Frit 3195	90.00,Ball clay	10.00,bismuth nitrate	4.00,Silver nitrate	1.00,,,,,,,,,,
Green,04-03,,,,Oxidation,,Kona F-4 feldspar	5.00,Talc	10.00,Nepheline syenite	55.00,Dolomite	15.00,Borax	15.00,Chromium oxide	1.00,,,,,,,,
Green Chinese,04-03,Green,,Gloss,Oxidation,,Nepheline syenite	13.00,EPK	25.00,Gerstley borate	12.00,Flint	25.00,Lithium carbonate	5.00,Copper carbonate	3.00,,,,,,,,
Green Chinese no GB,04,Green,Untested,Satin matt,Oxidation,Opaque,Spodumene	28.10,Custer feldspar	18.30,EPK	12.30,Dolomite	2.40,Wollastonite	1.00,Flint	14.70,Frit 3195	23.20,Copper carbonate	3.00,,,,,,
Green new,04-03,,Untested,,Oxidation,,Nepheline syenite	15.00,Magnesium carbonate	6.00,Frit 3134	24.00,Kaolin - theoretical	5.00,Silica	5.00,Chromium oxide	1.00,,,,,,,,
Green Ryan's,06-04,Green,,Gloss,Oxidation,Transparent,Frit 3110	70.10,Gerstley borate	7.60,Soda ash	7.50,EPK	6.00,Flint	8.80,Copper carbonate	5.00,Red iron oxide	5.50,Chromium oxide	0.13,,,,,,
green Sprite bottle,04-03,Chartreuse,,Gloss,Oxidation,Transparent,Frit 3110	63.20,Soda ash	15.10,EPK	4.70,Silica	7.50,Gillespie borate	9.40,Bentonite	2.00,Red iron oxide	10.00,Copper carbonate	3.00,Chromium oxide	0.25,,,,,
J's Dry Lithium Blue,05,Opaque Blue Green,Untested,Stone Matte,Oxidation,,Lithium carbonate	28.10,EPK	10.40,Calcined kaolin	20.80,Bentonite	5.20,Silica	35.40,Copper carbonate	6.20,,,,,,,,
J's Graphite Metallic 05-04,05/04,Metallic Gray,Untested,Sculpture,Oxidation,Opaque,Frit 3124 (Ferro)	30.00,Whiting	15.00,Custer spar	45.00,Bentonite	10.00,Iron oxide	35.00,Copper oxide	20.00,Cobalt carbonate	12.00,Manganese dioxide	5.00,Cone: 06	4.00,Frit 3110	3496.00,Custer feldspar	1728.00,Barium carbonate	872.00,EPK	1112.00,Cornwall Stone	792.00
J's Graphite Metallic 06,05/04,Metallic Gray,Untested,Sculpture,Oxidation,Opaque,Frit 3110	43.70,Custer feldspar	21.60,Barium carbonate	10.90,EPK	13.90,Cornwall Stone	9.90,Iron oxide	35.00,Copper oxide	20.00,Cobalt carbonate	12.00,Manganese dioxide	5.00,,,,,
J's Variation blue,05,Opaque Blue Green,Untested,Stone Matte Slip or Engobe,Oxidation,,Lithium carbonate	27.30,EPK	10.10,Mullite	20.20,Silica	42.40,Copper carbonate	150.00,,,,,,,,,
Jackeeze Matt 04,04,,,Matt,Oxidation,,Gerstley borate	35.00,Nepheline syenite	5.00,EPK	5.00,Flint	42.00,Lithium carbonate	8.00,Tin oxide	5.00,CMC	1.00,,,,,,,
Jacquie's Matt,04,Translucent White,Untested,Semi-Matte or Satin,Oxidation,,Gerstley borate	38.00,Nepheline syenite	5.00,EPK	5.00,Flint	44.00,Lithium carbonate	8.00,Tin oxide	5.00,,,,,,,,
Jaquie Rice Lithium Base,04,varies - base glaze,Untested,Semi-Matte or Satin,Ox. or Red.,,Gerstley borate	38.00,Lithium carbonate	10.00,Nepheline syenite	5.00,EPK	5.00,Silica	42.00,,,,,,,,,
Johnson Semi Matt,04,,Untested,,Oxidation,,Frit 3124	77.28,Clay	13.64,Talc	9.09,,,,,,,,,,,
Johnson Semi Matt Revised,04,,Untested,Semi Matt,Oxidation,,Frit 3124	72.70,Clay	13.60,Talc	13.60,,,,,,,,,,,
Johnson Semi-Opaque,04,,Untested,,Oxidation,,Frit 3124	30.00,Colemanite	25.00,Whiting	5.00,Flint	10.00,EPK	10.00,Nepheline Sye	15.00,Talc	5.00,,,,,,,
JOO 1,04,,Untested,Satin,Oxidation,,Frit 3304	7385.00,Georgia kaolin	615.00,Zircopax	1230.00,,,,,,,,,,,
June's Blue Suede c011,011,Opaque Blue,Untested,Stone Matte,Oxidation,,Ferro frit 3110	37.10,Nepheline syenite	30.90,Barium carbonate	9.30,EPK	14.40,Cornwall Stone	8.20,Copper carbonate	8.20,,,,,,,,
June's Sperm Glaze,06,White,,Satin matt,Oxidation,Semi-opaque,Frit 3195	57.50,EPK	5.00,Silica	37.50,,,,,,,,,,,
Lichen Charlie Cummings,1-3,,,Lichen,Oxidation,Semi-opaque,Bone ash	50.00,Frit 3134	50.00,,,,,,,,,,,,
Lichen Glaze Thomas',06,White,,Lichen,Oxidation,Opaque,Gerstley borate	49.02,Magnesium carbonate	29.41,EPK	9.80,Plastic vitrox	9.80,Zinc oxide	1.96,,,,,,,,,
Lichen Thomas' Glaze,06,,,Lichen,Oxidation,Opaque,Gerstley borate	49.00,Magnesium carbonate	29.40,EPK	9.80,Plastic vitrox	9.80,Zinc oxide	2.00,,,,,,,,,
Lime Matt Zaeder,04,Chartreuse,Untested,Matt,Oxidation,,Lithium carbonate	7.00,Wollastonite	25.00,Frit 3134	40.00,Ball clay	22.00,Flint	6.00,,,,,,,,,
Lime Matt Zaeder no Wollastonite,04,Chartreuse,Untested,Matt,Oxidation,Opaque,Dolomite	0.40,Whiting	20.00,Frit 3134	38.00,Silica	7.00,Nepheline syenite	1.00,Spodumene - theoretical	33.00,,,,,,,,
Linda's new red 9-07,,,,,,,Talc theoretical	5.00,Spodumene	2.00,Bentonite	2.00,,,,,,,,,,,
Lisa Orr Base Glaze,04,Clear,,Gloss,Oxidation,Translucent,Frit 3110	67.00,Gerstley borate	10.00,Soda ash	16.00,EPK	5.00,Flint	8.00,Bentonite	2.00,,,,,,,,
Lizard,06 - 04,,Untested,Lichen,Ox. or Red.,,Magnesium carbonate	25.00,Lithium carbonate	9.40,Borax	6.20,Gerstley borate	43.80,Silica	3.10,Nepheline syenite	12.50,Chrome oxide	0.20,,,,,,,
Lizard Skin Denise's,06-04,grey-green,,Lichen,Oxidation,Opaque,Frit 3195	55.00,Talc	16.50,Dolomite	17.50,EPK	6.30,Flint	5.00,Silicon carbide	0.60,Vanadium oxide	6.00,Bentonite	2.00,,,,,,
Luster  V.C. Low Fire 1,010 - 04,Luster,Untested,shiny,Luster,,Red lead	50.00,Gerstley borate	30.00,Flint	10.00,EPK	10.00,Silver nitrate	2.00,,,,,,,,,
Luster  V.C. Low Fire 2,010 - 04,Gold Luster,Untested,shiny,Luster,,Gerstley borate	81.60,Cornwall Stone	16.30,Bentonite	2.00,Tin oxide	1.00,Silver nitrate	2.00,,,,,,,,,
Luster  V.C. Low Fire 3,010 - 04,Luster,Untested,,Luster,,White lead	50.00,Nepheline Sye	30.00,Lithium carbonate	5.00,Cryolite	5.00,Flint	5.00,Clay	5.00,Silver nitrate	2.00,Bismuth subnitrate	1.00,,,,,,
Luster  V.C. Low Fire 5,010 - 04,,Untested,shiny,Luster,,Frit 3110	85.00,EPK	10.00,Whiting	5.00,Copper oxide	2.00,Silver Sulphide	2.00,Copper Sulphate	2.00,Silver carbonate	2.00,,,,,,,
Luster Orange,010 - 08,Orange,Untested,Gloss,Oxidation,,White lead	79.20,Lithium carbonate	4.20,Flint	16.70,Praseodymium	7.30,Naples Stain	3.10,Uranium oxide	7.30,,,,,,,,
Luster Silver,010 - 08,Metallic silver,Untested,,Luster,,White lead	6269.00,Lithium carbonate	330.00,Flint	1319.00,Soda ash	82.00,Silver nitrate	165.00,,,,,,,,,
Lustre Turquoise,08,turquoise,,luster,,,Copper carbonate	3.00,Bentonite	2.00,Tin oxide	3.00,,,,,,,,,,,
M.J. Base,04,Warm White,Untested,Glossy,Oxidation,,Frit 3124	45.50,Frit 3134	34.10,Kona F-4 feldspar	15.90,EPK	2.30,Bentonite	2.30,Tin oxide	9.10,Rutile	1.10,,,,,,,
Macrocrystalline jm2 (mkh 39),1,,,,Oxidation,,Frit 3110	43.00,Zinc oxide	23.00,Silica	15.00,Lithium carbonate	9.00,Laguna borate	9.00,,,,,,,,,
Magda's Icing Glaze,,,,,,,Gerstley borate	38.00,Lithium carbonate	10.00,Nepheline syenite	5.00,EPK	5.00,Flint	42.00,,,,,,,,,
Magda's Icing Glaze Revised,,,,,,,Gerstley borate	38.00,Lithium carbonate	10.00,Nepheline syenite	5.00,EPK	5.00,Flint	42.00,,,,,,,,,
Maiolica,04,White,Untested,Glossy,Oxidation,,Frit 3124	71.50,EPK	12.10,Calcined kaolin	5.00,Barium carbonate	2.80,Tin oxide	4.30,Zircopax	4.30,,,,,,,,
Maiolica Ostermann 02,02-01,White,,Gloss,Oxidation,Opaque,Frit 3124	69.70,Ball clay	10.10,Kaolin	10.10,Flint	6.70,Whiting	3.40,Zircopax	12.40,,,,,,,,
Maiolica Ostermann 05,05,White,,Gloss,Oxidation,Opaque,Frit 3124	67.40,Frit 3195	11.20,Ball clay	7.30,Kaolin	7.30,Flint	4.50,Whiting	2.20,Zircopax	12.40,,,,,,,
Maiolica WOM,04,White,Untested,Gloss,Oxidation,Opaque,Ferro frit 3124	77.00,Whiting	7.00,Kona F-4 feldspar	14.00,EPK	2.00,Zircopax	10.00,Tin oxide	5.00,Bentonite	1.00,,,,,,,
Majolica,05 - 04,white,,glossy,oxidation,,Feldspar	17.60,Ferro frit 3124	65.90,Nepheline syenite	6.60,Kaolin	9.90,Tin oxide	9.90,Yellow ochre	0.40,Bentonite	3.30,,,,,,,
Majolica 01,01,Opaque White,Untested,Gloss,Oxidation,,Ferro frit 3124	68.10,Calcined kaolin	5.10,EPK	14.50,Zircopax	12.30,,,,,,,,,,
Majolica Ann Currier's Waxy 04-03,04-03,White,,Gloss,Oxidation,Opaque,Frit 3292	80.00,Flint	5.00,EPK	5.00,Whiting	10.00,Zircopax	10.00,,,,,,,,,
Majolica Arbuckle,04,White,Tested,Gloss,Oxidation,Opaque,Frit 3124	65.80,Kona F-4	17.30,EPK	10.80,Nepheline syenite	6.20,Tin oxide	5.00,Zircopax	10.00,Bentonite	2.00,,,,,,,
Majolica Arbuckle hi clay,04,White,Tested,Gloss,Oxidation,Opaque,Frit 3134	37.80,Nepheline syenite	20.20,Kaolin - theoretical	29.30,Wollastonite	3.30,Silica	9.30,Bentonite	1.90,Zircopax	9.60,Tin oxide	4.80,,,,,,
Majolica Arbuckle lower Si,04,White,Tested,Gloss,Oxidation,Opaque,Frit 3134	41.20,Nepheline syenite	22.20,Kaolin - theoretical	30.00,Whiting	2.60,Silica	3.90,Bentonite	2.00,Zircopax	8.00,Tin oxide	4.50,,,,,,
Majolica Arbuckle lower Si 2,04,White,Tested,Gloss,Oxidation,Opaque,Frit 3134	37.80,Nepheline syenite	20.20,Kaolin - theoretical	29.30,Wollastonite	3.30,Silica	9.30,Bentonite	2.00,Zircopax	9.00,Tin oxide	4.80,,,,,,
Majolica Arbuckle w/ash,04,White,Tested,Gloss,Oxidation,Opaque,Kaolin - theoretical	38.40,Tin oxide	5.00,Zirconium oxide	6.70,Ash wood	33.30,Boric acid	16.10,Whiting	4.70,Flint	35.30,Bentonite	2.00,,,,,,
Majolica Batz,04,Opaque White,Untested,Gloss,Oxidation,,Frit 3124	84.30,Strontium carbonate	2.40,EPK	13.30,Zircopax	15.00,,,,,,,,,,
Majolica Batz Adjusted 05,05,White,,Gloss,Oxidation,Opaque,Frit 3124	80.00,Whiting	6.00,EPK	14.00,Zircopax	15.00,,,,,,,,,,
Majolica Batz Basic,04,White,Untested,Glossy,Oxidation,,Frit 3124	6611.00,Barium carbonate	265.00,EPK	992.00,Bentonite	132.00,Zircopax	1586.00,,,,,,,,,
Majolica Bill's Basic,04,Warm White,Untested,Glossy,Oxidation,,Frit 3124	65.80,Kona F-4 spar	17.10,#6 Tile clay	10.80,Nepheline syenite	6.30,Zircopax	14.00,Rutile	0.50,,,,,,,,
Majolica Black Siebert Howell Revision,04-03,Black,,Gloss,Oxidation,Opaque,Frit 3124	72.00,Flint	15.00,EPK	13.00,Bentonite	1.00,CMC	0.40,,,,,,,,,
Majolica Black Siebert Howell Revision less Si,04-03,Black,,Gloss,Oxidation,Opaque,Frit 3134	43.00,Silica	13.50,Kaolin - theoretical	33.60,Custer feldspar	6.70,Wollastonite	3.10,Bentonite	0.30,CMC	0.10,,,,,,,
Majolica Black Siebert Howell Revision less Si more KNaO,04-03,Black,,Gloss,Oxidation,Opaque,Frit 3134	43.10,Silica	14.30,Kaolin - theoretical	30.30,Nepheline syenite	9.30,Wollastonite	3.00,Bentonite	0.08,CMC	0.03,,,,,,,
Majolica Charlie Cummings cone 1-3,1-3,White,,Gloss,Oxidation,Opaque,Laguna borate	10.35,Nepheline syenite	8.15,Tile 6 clay	5.65,Whiting	9.75,Flint	24.10,Frit 3124	37.50,Tennessee #10	4.50,Superpax	15.00,,,,,,
Majolica Dark White 05-04,04,White,Untested,Gloss,Oxidation,Opaque,Frit 3124	56.00,Frit 3292	26.00,Whiting	7.00,EPK	11.00,Zircopax	14.90,,,,,,,,,
Majolica Howell revision,04,White,Tested,Gloss,Oxidation,Opaque,Frit 3124	32.90,Kona F-4	8.60,EPK	5.40,Nepheline syenite	3.10,Wollastonite	15.50,Frit 3134	18.80,Nepheline syenite	12.90,Ball clay	2.80,Bentonite	1.00,Zircopax	8.10,Bentonite	0.90,,,
Majolica Howell revision Recalc,04,White,Tested,Gloss,Oxidation,Opaque,Frit 3134	36.50,Nepheline syenite	22.80,Kaolin - theoretical	14.40,Wollastonite	16.30,Dolomite	0.30,Silica	9.70,Zirconium oxide	5.20,,,,,,,
Majolica Leigh Cohen 04,04,White,,Gloss,Oxidation,Opaque,Frit 3124	56.00,Frit 3110	10.00,EPK	10.00,Kona F-4 feldspar	18.00,Zircopax	12.00,Bentonite	3.00,,,,,,,,
Majolica M.J. Base,04,Warm White,Untested,Glossy,Oxidation,Opaque,Frit 3124	3636.00,Frit 3134	2727.00,Kona F-4 feldspar	1273.00,EPK	182.00,Bentonite	182.00,Tin oxide	727.00,Rutile	91.00,,,,,,,
Majolica Matt White,04-03,White,Untested,Satin matt,Oxidation,Opaque,Flint	30.00,Wollastonite	26.00,Nepheline syenite	15.00,Lithium carbonate	15.00,EPK	7.00,Zinc oxide	7.00,Opax	10.00,,,,,,,
Majolica MJ/Andrea,04,Opaque White,Untested,Gloss,Oxidation,,Frit 3124	6.60,Whiting	0.60,Kona F-4 spar	1.20,EPK	0.20,Superpax	1.50,Epson salts	0.2	99999.00,StayFlo liquid starch 1	0.10,,,,,,,
Majolica NEWBATZ,04,white majolica,Untested,Gloss,Oxidation,,Ferro Frit 3124	90.00	16	3.00,EPK	10.00	1	13.00,Zircopax	20.00	3	10.00,,,,,,,,,,,
Majolica Ostrom Dark White,04,White,,Gloss,Oxidation,Opaque,Frit 3124	48.00,Frit 3292	23.00,Whiting	6.00,EPK	10.00,Zircopax	13.00,,,,,,,,,
Majolica Patsy's,04-03,White,,Gloss,Oxidation,Opaque,Frit 3124	30.00,Frit 3134	32.00,EPK	2.00,G-200 feldspar	5.00,Kona F-4	10.00,Magnesium carb	2.00,Zircopax	2.80,Tin oxide	10.00,Bentonite	5.00,Epsom salts	0.30,,,,
Majolica Posey's,04-03,White,,Satin matt,Oxidation,Opaque,Frit 3124	65.00,EPK	20.00,Flint	5.00,Dolomite	10.00,Zircopax	10.00,,,,,,,,,
Majolica Quackenbush,03,White,,Gloss,Oxidation,,Frit 3124	68.60,Ball clay	6.90,Frit 3110	9.80,Silica	14.70,Zircopax	10.00,Bentonite	0.50,,,,,,,,
Majolica Ric's New 04,04,White,Untested,Gloss,Oxidation,Opaque,Frit P-25	18.30,Gerstley borate	12.50,EPK	21.90,Barium carbonate	5.30,Zinc oxide	2.00,Zircopax	13.30,Silica	19.80,Whiting	7.20,,,,,,
Majolica Siebert,04,White,,Gloss,Oxidation,Opaque,Frit 3124	72.00,Flint	10.00,EPK	12.00,Zircopax	10.00,Bentonite	2.00,,,,,,,,,
Majolica Solly's,03,White,,Gloss,Oxidation,Opaque,Frit 3124	54.00,EPK	15.00,Cornwall Stone	27.00,Whiting	4.00,Tin oxide	5.00,Zircopax Plus	8.00,Bentonite	2.00,,,,,,,
Majolica Tile 1,02,base glaze,Untested,,oxidation,,Frit 3124	66.70,Tile 6 clay	12.50,Silica	12.50,Talc	4.20,Zinc oxide	4.20,Titanium dioxide	2.10,,,,,,,,
Majolica UF Shop c05,05,Opaque White,Tested,Gloss,Oxidation,,Frit 3124	66.60,F-4 spar	23.00,EPK	2.30,neph sy	8.10,Bentonite	2.30,Tin oxide	5.70,Zircopax	11.50,,,,,,,
Majolica V.C.,04,White,Untested,Gloss,Oxidation,,Frit 3124	3.10,Frit 3195	2.00,Frit 3134	2.00,Nepheline Sye	1.40,EPK	0.20,Zircopax	1.20,Bentonite	0.20,,,,,,,
Majolica V.C. Satin,04,White,Untested,Satin,Oxidation,,Frit 3124	39.00,Frit 3195	39.00,Talc	10.00,EPK	8.00,Flint	4.00,Zircopax	11.00,,,,,,,,
Majolica Walter's,04,Opaque White,Untested,Gloss,Oxidation,,Frit 3124	34.90,Frit 3195	23.30,Frit 3134	23.30,neph sy	16.30,EPK	2.30,Bentonite	2.30,Zircopax	12.00,,,,,,,
Matt Blue,05-03,Turquoise,Tested,Matt,Oxidation,Translucent,Silica	53.00,Lithium carbonate	26.00,Kaolin	12.00,Soda ash	3.30,Copper carbonate	3.70,Bentonite	2.00,,,,,,,,
Matt Elsie's Crawly c04,04,White,Untested,Crawl,Oxidation,Opaque,Gerstley borate	28.00,G-200 spar	19.00,Lepidolite	9.50,EPK	38.50,Soda ash	5.70,Bentonite	2.00,,,,,,,,
Matt Forbes,04,Transparent Clear,Untested,Semi-Matte or Satin,Oxidation,,G-200 spar	38.80,Zinc oxide	6.10,Gerstley borate	14.60,Frit 3124	31.50,strontium	9.10,Bentonite	2.40,,,,,,,,
Matt Frosty,04,SemiOpaque clear,Untested,Matte,Oxidation,,Strontium carbonate	52.80,Gerstley borate	59.60,G-200 spar	245.30,Whiting	66.90,Zinc oxide	20.40,Flint	54.90,Bentonite	10.00,,,,,,,
Matt Glaze,04,,Untested,Matt,Oxidation,,Frit 3110	63.00,Zinc oxide	30.00,EPK	7.00,,,,,,,,,,,
Matt Jackeeze 04,04,,,Matt,Oxidation,,Gerstley borate	35.00,Nepheline syenite	5.00,EPK	5.00,Flint	42.00,Lithium carbonate	8.00,Tin oxide	5.00,CMC	1.00,,,,,,,
Matt Jacquie's,04,White,Untested,Satin matt,Oxidation,Translucent,Gerstley borate	38.00,Nepheline syenite	5.00,EPK	5.00,Flint	44.00,Lithium carbonate	8.00,Tin oxide	5.00,,,,,,,,
Matt Jaquie Rice Lithium Base,04,White,Untested,Semi-Matte or Satin,Ox. or Red.,Translucent,Gerstley borate	38.00,Lithium carbonate	10.00,Nepheline syenite	5.00,EPK	5.00,Silica	42.00,,,,,,,,,
Matt Johnson Semi,04,,Untested,Satin matt,Oxidation,,Frit 3124	77.30,Clay	13.60,Talc	9.10,,,,,,,,,,,
Matt Johnson Semi Revised,04,,Untested,Satin matt,Oxidation,,Frit 3124	72.70,Clay	13.60,Talc	13.60,,,,,,,,,,,
Matt Newcomb Leadless G3022,04,White,,Matt,Oxidation,Opaque,Frit 2106 Hommel	48.00,Oxford feldspar	24.00,Kaolin	17.00,Whiting	6.00,Flint	5.00,Tin oxide	3.00,,,,,,,,
Matt PSA,04-03,Clear,,Matt,Oxidation,Semi-opaque,EPK	16.00,Frit 3124	32.00,Gerstley borate	32.00,Dolomite	20.00,,,,,,,,,,
Matt PSA no GB,04-03,Clear,Untested,Matt,Oxidation,Semi-opaque,Kaolin - theoretical	8.00,Frit 3134	64.00,Dolomite	22.00,Alumina	7.00,,,,,,,,,,
Matt Ron Roy Howell revision,04-03,Clear,,Satin matt,Oxidation,Semi-opaque,Wollastonite	31.00,Frit 3134	37.60,Nepheline syenite	25.80,Ball clay	5.60,Bentonite	1.70,Zircopax	11.20,,,,,,,,
Matt Soft,04-03,White,,Satin matt,Oxidation,Semi-opaque,Frit 3124	48.00,Frit 3110	20.00,Zinc oxide	12.00,EPK	10.00,Whiting	10.00,Bentonite	2.00,,,,,,,,
Matt Stone,04-03,,,Matt,Oxidation,Opaque,Frit 3247	35.00,Kona F-4 feldspar	35.00,Gerstley borate	14.00,Whiting	12.00,Zinc oxide	4.00,Bentonite	2.00,,,,,,,,
Matt Stone  recalc,04-03,,Untested,Matt,Oxidation,Opaque,Potash feldspar - theoretical	21.00,Whiting	12.00,Strontium carbonate	17.00,Zinc oxide	4.00,Frit 3134	17.00,Kaolin - theoretical	11.00,Silica	12.00,Bentonite	0.80,,,,,,
matt stoneware glaze Charlie Cummings 06-144,1-3,,,Matt,Oxidation,,Ash wood	5.00,Whiting	9.00,Gerstley borate	15.00,Redart	63.00,Zinc oxide	3.00,,,,,,,,,
matt stoneware glaze Charlie Cummings 06-144 no gb,1-3,,,Matt,Oxidation,,Dolomite	6.90,Wollastonite	5.30,Zinc oxide	3.50,Kaolin - theoretical	17.40,Frit 3134	29.20,Cornwall Stone	27.60,Bone ash	2.20,Silica	7.90,Titanium dioxide	0.80,Red iron oxide	5.60,,,,
Matt V.C. 5000 Stone,04,White,Untested,Smooth Stone Matt,Oxidation,,Frit 3124	77.00,Kona F-4 feldspar	14.00,Whiting	7.00,EPK	2.00,,,,,,,,,,
Matte B,6,,,Satin matt,Oxidation,,Nepheline syenite	57.50,Strontium carbonate	26.50,Kentucky OM #4	6.20,Flint	7.10,Lithium carbonate	2.70,Bentonite	3.00,,,,,,,,
Matte Meredith's,03,Clear,,Satin matt,Oxidation,Translucent,Fusion frit F38	59.00,EPK	25.00,Lithium carbonate	1.00,Spodumene - Australian	15.00,,,,,,,,,,
Metallic Bronze,04-03,bronze metallic,Untested,Matt,Oxidation,Opaque,Red clay	55.00,Flint	5.00,Ball clay	5.00,Manganese dioxide	45.00,Copper carbonate	5.00,Cobalt carbonate	5.00,,,,,,,,
Metallic Bronze cone 2-6,2-6,Metallic bronze,,Waxy,Oxidation,Opaque,Manganese dioxide	60.00,Copper oxide	10.00,Redart	20.00,EPK	10.00,,,,,,,,,,
Metallic Death Glaze Bill Shillalies',02-6,Metallic bronze,,Metallic,Oxidation,Opaque,Copper oxide	4.00,Cobalt oxide	2.00,Manganese dioxide	35.00,Ball clay	4.00,Redart	46.00,Flint	4.00,Red iron oxide	2.00,Rutile	3.00,,,,,,
Metallic Death Glaze Bill Shillalies',02-6,Metallic bronze,,Metallic,Oxidation,Opaque,Copper oxide	4.00,Cobalt oxide	2.00,Manganese dioxide	35.00,Ball clay	4.00,Redart	46.00,Flint	4.00,Red iron oxide	2.00,Rutile	3.00,,,,,,
Metallic J's Graphite 06,05/04,Metallic Gray,Untested,Sculpture,Oxidation,Opaque,Frit 3110	43.70,Custer feldspar	21.60,Barium carbonate	10.90,EPK	13.90,Cornwall Stone	9.90,Iron oxide	35.00,Copper oxide	20.00,Cobalt carbonate	12.00,Manganese dioxide	5.00,,,,,
Metallic Platinum,06-04,silver metallic,,Gloss,Oxidation,Opaque,Lithium carbonate	15.40,Gerstley borate	53.90,Manganese dioxide	30.80,Copper carbonate	4.62,Chromium oxide	0.23,,,,,,,,,
Moon,06-04,Turquoise,,Crater,Oxidation,Opaque,Magnesium carbonate35.70,Kaolin	14.30,Lithium carbonate	7.10,Borax28.60,Gerstley borate14.30,Copper carbonate7.10,,,,,,,,
Mustard,03,Amber,Tested,Waxy,Oxidation,Semi-opaque,Frit 3124	31.50,Gerstley borate	21.40,Dolomite	2.00,Kaolin	9.00,Custer feldspar	35.60,Burnt umber	5.00,,,,,,,,
Ocean Oil,06-04,Turquoise,,,Oxidation,Opaque,Lithium carbonate21.40,Kaolin7.10,Borax14.30,Gerstley borate28.60,Whiting28.60,Copper carbonate4.30,,,,,,,,
Opalescent Blue Glaze,04,Opalescent Blue,,Gloss,,Semi-opaque,Spodumene	20.00,Gerstley borate	60.00,Kentucky OM #4	12.00,Flint	8.00,Rutile	3.00,,,,,,,,,
Opalescent Blue Glaze no GB,04,Tan,Tested,Gloss,Oxidation,Transparent,Spodumene	19.00,EPK	9.00,Frit 3134	72.00,Rutile	3.00,Bentonite	2.00,,,,,,,,,
Opaque Smooth Mat,04,,Untested,Smooth Mat,Oxidation,,Frit 3124	70.00,Clay	15.00,Flint	5.00,Dolomite	5.00,Zinc oxide	5.00,,,,,,,,,
Otto's Texture LEAD,04,Orange to green,Untested,Texture,Oxidation,Opaque,White lead	62.10,Custer spar	20.00,EPK	4.20,Barium carbonate	9.50,Cornwall Stone	4.20,,,,,,,,,
Pats Toadskin,04,,,Lichen,Oxidation,Opaque,Lithium carbonate	55.00,Tin oxide	40.00,Kentucky OM #4	5.00,Cobalt carbonate	1.00,Copper carbonate	2.00,,,,,,,,,
Pink Bubblegum,04,pink,,,,,Feldspar	33.20,Gerstley borate	22.90,Zinc oxide	6.70,Barium carbonate	5.50,Kaolin	3.90,Flint	26.80,Whiting	1.00,,,,,,,
